date;copepod_nauplii
1999-01-06;0
1999-01-11;0
1999-01-21;0
1999-01-26;0.449114477860728
1999-02-01;0
1999-02-10;0
1999-02-15;0.898228955721455
1999-02-24;0.449114477860728
1999-03-01;0.898228955721455
1999-03-10;4.49114477860728
1999-03-16;9.09456817667973
1999-03-22;0.757880681389978
1999-03-31;7.57880681389978
1999-04-07;0.252626893796659
1999-04-12;0
1999-04-19;27.7889583176325
1999-04-27;12.631344689833
1999-05-04;1.76838825657661
1999-05-12;25.2626893796659
1999-05-17;14.9049867340029
1999-05-27;3.78940340694989
1999-06-02;45.4728408833987
1999-06-07;22.7364204416993
1999-06-14;22.7364204416993
1999-06-21;25.2626893796659
1999-06-28;5.05253787593318
1999-07-05;5.05253787593318
1999-07-13;0.252626893796659
1999-07-19;75.7880681389978
1999-07-26;40.4203030074655
1999-08-02;50.5253787593318
1999-08-10;10.1050757518664
1999-08-17;1.2631344689833
1999-08-23;191.996439285461
1999-08-30;60.6304545111982
1999-09-06;131.365984774263
1999-09-13;30.3152272555991
1999-09-22;53.0516476972984
1999-09-28;95.9982196427305
1999-10-05;80.840606014931
1999-10-12;58.1041855732316
1999-10-26;53.0516476972984
1999-11-02;0
1999-11-08;2.52626893796659
1999-11-15;0
1999-11-22;15.1576136277996
1999-11-29;0
1999-12-09;2.52626893796659
1999-12-13;0
1999-12-20;0
1999-12-27;0
2000-01-06;0
2000-01-11;2.52626893796659
2000-01-17;0
2000-01-24;0
2000-01-31;5.05253787593318
2000-02-08;2.52626893796659
2000-02-16;0
2000-02-22;25.2626893796659
2000-02-29;7.57880681389978
2000-03-09;2.52626893796659
2000-03-13;25.2626893796659
2000-03-21;0
2000-03-28;0
2000-04-06;10.1050757518664
2000-04-10;2.52626893796659
2000-04-17;0
2000-04-27;0
2000-05-04;0
2000-05-10;0
2000-05-15;20.2101515037327
2000-05-22;111.15583327053
2000-05-29;40.4203030074655
2000-06-05;15.1576136277996
2000-06-14;15.4102405215962
2000-06-19;40.4203030074655
2000-06-27;176.838825657661
2000-07-03;70.7355302630646
2000-07-13;80.840606014931
2000-07-17;257.679431672592
2000-07-24;0
2000-07-31;50.5253787593318
2000-08-07;35.3677651315323
2000-08-15;70.7355302630646
2000-08-21;101.050757518664
2000-08-28;101.050757518664
2000-09-04;363.782727067189
2000-09-13;121.260909022396
2000-09-18;30.3152272555991
2000-09-28;20.2101515037327
2000-10-02;0
2000-10-09;10.1050757518664
2000-10-16;22.7364204416993
2000-10-26;22.7364204416993
2000-10-31;5.05253787593318
2000-11-04;0
2000-11-10;2.52626893796659
2000-11-14;0
2000-11-20;0
2000-11-27;1.2631344689833
2000-12-07;0
2000-12-18;0
2000-12-27;0
2001-01-05;0
2001-01-08;0
2001-01-15;0
2001-01-29;0
2001-02-07;0
2001-02-13;1.2631344689833
2001-02-19;0
2001-02-26;0
2001-03-14;12.631344689833
2001-03-19;10.1050757518664
2001-04-04;6.31567234491648
2001-04-09;0
2001-04-17;2.52626893796659
2001-04-24;10.1050757518664
2001-04-30;5.05253787593318
2001-05-08;30.3152272555991
2001-05-14;0
2001-05-21;15.1576136277996
2001-05-29;10.1050757518664
2001-06-06;5.05253787593318
2001-06-11;5.05253787593318
2001-06-18;2.52626893796659
2001-06-25;10.1050757518664
2001-07-02;5.05253787593318
2001-07-10;5.05253787593318
2001-07-16;35.3677651315323
2001-07-23;12.631344689833
2001-07-30;25.2626893796659
2001-08-06;65.6829923871314
2001-08-13;30.3152272555991
2001-08-24;106.103295394597
2001-08-27;85.8931438908641
2001-09-03;103.57702645663
2001-09-11;118.73464008443
2001-09-21;10.1050757518664
2001-09-26;10.1050757518664
2001-10-04;15.1576136277996
2001-10-10;25.2626893796659
2001-11-01;0
2001-11-05;2.52626893796659
2001-11-14;12.631344689833
2001-11-19;5.05253787593318
2001-11-26;1.2631344689833
2001-12-06;2.52626893796659
2001-12-10;2.52626893796659
2001-12-17;0.505253787593319
2001-12-24;0.757880681389978
2001-12-31;3.78940340694989
2002-01-07;0.505253787593319
2002-01-16;0
2002-01-23;0.252626893796659
2002-01-29;0.757880681389978
2002-02-04;0
2002-02-12;0.252626893796659
2002-02-18;0
2002-02-26;11.3682102208497
2002-03-04;0
2002-03-12;5.05253787593318
2002-03-18;5.05253787593318
2002-03-25;5.05253787593318
2002-04-02;15.1576136277996
2002-04-08;12.631344689833
2002-04-15;5.05253787593318
2002-04-29;15.1576136277996
2002-05-07;35.3677651315323
2002-05-15;27.7889583176325
2002-05-30;10.1050757518664
2002-06-11;5.05253787593318
2002-06-20;70.7355302630646
2002-06-24;40.4203030074655
2002-07-01;25.2626893796659
2002-07-09;7.57880681389978
2002-07-15;32.8414961935657
2002-07-22;20.2101515037327
2002-07-30;121.260909022396
2002-08-05;35.3677651315323
2002-08-12;88.4194128288307
2002-08-19;277.889583176325
2002-08-26;111.15583327053
2002-09-03;130.355477199076
2002-09-09;591.146931484183
2002-09-16;1283.34462048703
2002-09-24;111.15583327053
2002-09-30;50.5253787593318
2002-10-07;0
2002-10-16;136.418522650196
2002-10-24;5.05253787593318
2002-10-28;0
2002-11-05;5.30516476972984
2002-11-18;2.52626893796659
2002-11-29;0
2002-12-17;0
2003-01-06;0
2003-01-13;0.252626893796659
2003-01-21;0
2003-02-03;0
2003-02-11;0.252626893796659
2003-02-17;0
2003-02-24;2.52626893796659
2003-03-03;0.252626893796659
2003-03-13;2.77889583176325
2003-03-17;7.83143370769644
2003-03-24;15.1576136277996
2003-03-31;10.1050757518664
2003-04-08;17.6838825657661
2003-04-14;35.3677651315323
2003-04-23;15.1576136277996
2003-04-28;161.681212029862
2003-05-06;10.1050757518664
2003-05-12;5.05253787593318
2003-05-19;15.1576136277996
2003-05-26;35.3677651315323
2003-06-02;17.6838825657661
2003-06-09;70.7355302630646
2003-06-16;25.2626893796659
2003-06-23;30.3152272555991
2003-06-30;1.2631344689833
2003-07-07;136.418522650196
2003-07-15;65.6829923871314
2003-07-21;50.5253787593319
2003-07-28;40.4203030074655
2003-08-04;161.681212029862
2003-08-11;161.681212029862
2003-08-20;464.833484585853
2003-08-25;474.938560337719
2003-09-01;909.456817667973
2003-09-08;687.145151126913
2003-09-15;656.829923871314
2003-09-24;126.31344689833
2003-09-29;186.943901409528
2003-10-05;164.207480967829
2003-10-16;20.2101515037327
2003-10-21;65.6829923871314
2003-10-27;22.7364204416993
2003-11-03;2.52626893796659
2003-11-13;1.2631344689833
2003-11-17;0
2003-11-24;0
2003-12-01;0
2003-12-08;0
2003-12-18;0
2003-12-23;0
2003-12-29;0
2004-01-05;0
2004-01-12;0
2004-01-19;0
2004-01-26;0
2004-02-09;1.2631344689833
2004-02-16;0.252626893796659
2004-02-23;2.52626893796659
2004-03-01;1.2631344689833
2004-03-08;7.83143370769644
2004-03-19;2.52626893796659
2004-03-22;12.631344689833
2004-03-29;25.2626893796659
2004-04-05;17.6838825657661
2004-04-13;12.631344689833
2004-04-26;7.57880681389978
2004-05-10;5.05253787593318
2004-05-17;1.2631344689833
2004-05-24;10.1050757518664
2004-06-01;2.52626893796659
2004-06-07;2.52626893796659
2004-06-14;1.2631344689833
2004-06-21;0.505253787593319
2004-06-28;5.05253787593318
2004-07-05;32.8414961935657
2004-07-13;80.840606014931
2004-07-19;10.1050757518664
2004-07-27;60.6304545111982
2004-08-02;262.731969548526
2004-08-10;191.996439285461
2004-08-16;106.103295394597
2004-08-25;90.9456817667973
2004-08-30;83.3668749528975
2004-09-06;30.3152272555991
2004-09-14;50.5253787593319
2004-09-21;88.4194128288307
2004-09-28;73.2617992010312
2004-10-18;17.6838825657661
2004-10-25;2.52626893796659
2004-11-01;3.78940340694989
2004-11-08;0
2004-11-17;0
2004-11-22;2.52626893796659
2004-11-29;1.51576136277996
2004-12-07;3.78940340694989
2004-12-15;0
2004-12-20;0.505253787593319
2005-01-13;0.252626893796659
2005-01-17;0
2005-01-25;0
2005-02-01;0
2005-02-10;0
2005-02-16;1.2631344689833
2005-02-28;0
2005-03-09;6.31567234491648
2005-03-14;11.3682102208497
2005-03-24;32.8414961935657
2005-04-04;22.7364204416993
2005-04-12;50.5253787593319
2005-04-21;53.0516476972984
2005-04-25;30.3152272555991
2005-05-05;17.6838825657661
2005-05-11;35.3677651315323
2005-05-17;2.52626893796659
2005-05-23;21.473285972716
2005-05-30;25.2626893796659
2005-06-07;3.78940340694989
2005-06-16;0.252626893796659
2005-06-20;2.27364204416993
2005-06-27;8.84194128288307
2005-07-04;30.3152272555991
2005-07-12;20.2101515037327
2005-07-19;6.31567234491648
2005-07-25;15.1576136277996
2005-08-01;45.4728408833987
2005-08-11;113.682102208497
2005-08-25;63.1567234491648
2005-08-29;26.5258238486492
2005-09-05;189.470170347494
2005-09-15;90.9456817667973
2005-09-20;20.2101515037327
2005-10-03;10.1050757518664
2005-10-13;6.31567234491648
2005-10-21;17.6838825657661
2005-10-26;20.2101515037327
2005-11-01;0
2005-11-09;2.52626893796659
2005-11-15;0
2005-11-21;0.252626893796659
2005-11-29;0
2005-12-05;2.52626893796659
2005-12-12;0
2005-12-19;0
2006-01-04;0
2006-01-17;0
2006-01-25;0
2006-01-30;0
2006-02-06;0
2006-02-13;0
2006-02-22;0.757880681389978
2006-02-27;0.252626893796659
2006-03-08;1.2631344689833
2006-03-21;2.52626893796659
2006-03-28;7.57880681389978
2006-04-03;10.1050757518664
2006-04-10;16.4207480967829
2006-04-18;20.2101515037327
2006-04-24;25.2626893796659
2006-05-02;2.52626893796659
2006-05-09;58.1041855732316
2006-05-16;30.3152272555991
2006-05-23;27.7889583176325
2006-06-01;2.52626893796659
2006-06-09;166.733749905795
2006-06-13;1.2631344689833
2006-06-19;6.31567234491648
2006-06-26;25.2626893796659
2006-07-03;30.3152272555991
2006-07-12;60.6304545111982
2006-07-17;40.4203030074655
2006-07-24;22.7364204416993
2006-08-01;30.3152272555991
2006-08-07;60.6304545111982
2006-08-15;25.2626893796659
2006-08-21;191.996439285461
2006-08-28;363.782727067189
2006-09-04;116.208371146463
2006-09-11;40.4203030074655
2006-09-18;20.2101515037327
2006-09-26;20.2101515037327
2006-10-02;25.2626893796659
2006-10-10;27.7889583176325
2006-10-17;27.7889583176325
2006-10-23;10.1050757518664
2006-11-02;3.78940340694989
2006-11-06;1.2631344689833
2006-11-21;2.52626893796659
2006-12-05;0
2006-12-15;0
2006-12-18;0
2007-01-10;2.52626893796659
2007-01-16;0
2007-01-23;0
2007-01-29;0
2007-02-05;0.505253787593319
2007-02-14;1.2631344689833
2007-03-02;2.52626893796659
2007-03-07;1.2631344689833
2007-03-12;1.2631344689833
2007-03-22;2.52626893796659
2007-03-26;0
2007-04-04;17.6838825657661
2007-04-10;20.2101515037327
2007-04-16;75.7880681389978
2007-04-23;15.1576136277996
2007-04-30;176.838825657661
2007-05-08;78.3143370769644
2007-05-14;2.52626893796659
2007-05-21;7.57880681389978
2007-05-30;1.2631344689833
2007-06-04;8.84194128288307
2007-06-11;15.1576136277996
2007-06-18;29.0520927866158
2007-06-28;245.048086982759
2007-07-02;252.626893796659
2007-07-11;323.362424059724
2007-07-17;7.57880681389978
2007-07-23;191.996439285461
2007-07-31;262.731969548526
2007-08-06;35.3677651315323
2007-08-14;27.7889583176325
2007-08-22;30.3152272555991
2007-08-27;15.1576136277996
2007-09-03;15.1576136277996
2007-09-11;60.6304545111982
2007-09-18;7.57880681389978
2007-10-01;60.6304545111982
2007-10-08;25.2626893796659
2007-10-18;15.1576136277996
2007-10-24;0
2007-10-30;0
2007-11-06;0
2007-11-14;0
2007-11-26;0
2007-12-11;1.2631344689833
2007-12-17;0
2008-01-07;0.505253787593319
2008-01-15;1.2631344689833
2008-01-21;0
2008-01-29;0
2008-02-06;0
2008-02-11;0
2008-02-18;0
2008-02-27;0
2008-03-06;8.84194128288307
2008-03-12;77.0512026079811
2008-03-18;11.3682102208497
2008-03-26;70.7355302630646
2008-03-31;106.103295394597
2008-04-08;75.7880681389978
2008-04-15;10.1050757518664
2008-04-22;17.6838825657661
2008-04-29;37.8940340694989
2008-05-06;156.628674153929
2008-05-13;646.724848119448
2008-05-19;143.997329464096
2008-06-04;45.4728408833987
2008-06-09;17.6838825657661
2008-06-16;95.9982196427305
2008-06-23;10.1050757518664
2008-06-30;10.1050757518664
2008-07-08;45.4728408833987
2008-07-15;641.672310243515
2008-07-22;383.992878570922
2008-07-28;697.25022687878
2008-08-05;45.4728408833987
2008-08-12;85.8931438908641
2008-08-18;414.308105826521
2008-08-26;15.1576136277996
2008-09-02;83.3668749528975
2008-09-08;45.4728408833987
2008-09-17;5.05253787593318
2008-09-23;15.1576136277996
2008-09-29;80.840606014931
2008-10-08;12.631344689833
2008-10-14;17.6838825657661
2008-10-22;5.05253787593318
2008-10-29;2.52626893796659
2008-11-03;7.57880681389978
2008-11-12;2.52626893796659
2008-11-18;6.31567234491648
2008-11-26;0
2008-12-02;0
2008-12-08;0
2008-12-30;0
2009-01-06;0
2009-01-13;1.2631344689833
2009-01-21;0
2009-01-26;0
2009-02-09;0
2009-02-16;0
2009-02-23;0
2009-03-02;0
2009-03-10;3.78940340694989
2009-03-16;5.05253787593318
2009-03-24;15.1576136277996
2009-03-30;30.3152272555991
2009-04-06;12.631344689833
2009-04-14;22.7364204416993
2009-04-20;17.6838825657661
2009-04-28;186.943901409528
2009-05-06;166.733749905795
2009-05-11;348.62511343939
2009-05-21;474.938560337719
2009-05-25;35.3677651315323
2009-06-01;257.679431672592
2009-06-08;10.1050757518664
2009-06-15;300.626003618025
2009-06-22;666.93499962318
2009-06-30;2051.33037762887
2009-07-06;222.31166654106
2009-07-14;267.784507424459
2009-07-21;22.7364204416993
2009-07-28;17.6838825657661
2009-08-03;121.260909022396
2009-08-10;222.31166654106
2009-08-17;1212.60909022396
2009-08-27;490.096173965519
2009-09-02;78.3143370769644
2009-09-10;490.096173965519
2009-09-14;606.304545111982
2009-09-23;93.4719507047639
2009-09-30;83.3668749528975
2009-10-05;389.045416446855
2009-10-12;121.260909022396
2009-10-28;25.2626893796659
2009-11-04;5.05253787593318
2009-11-09;0
2009-11-18;0
2009-11-24;0
2009-12-08;1.2631344689833
2009-12-21;0
2010-01-08;0
2010-01-18;2.77889583176325
2010-01-26;0
2010-02-01;0
2010-02-08;0.252626893796659
2010-02-15;0.252626893796659
2010-02-22;0
2010-03-02;2.52626893796659
2010-03-08;12.631344689833
2010-03-15;53.3042745910951
2010-03-25;20.2101515037327
2010-04-07;10.1050757518664
2010-04-12;131.365984774263
2010-04-19;53.0516476972984
2010-04-26;209.680321851227
2010-05-04;293.047196804125
2010-05-11;373.887802819056
2010-05-21;631.567234491648
2010-05-24;40.4203030074655
2010-06-02;15.1576136277996
2010-06-07;267.784507424459
2010-06-14;47.9991098213653
2010-06-21;98.5244885806971
2010-06-29;545.674090600784
2010-07-06;25.2626893796659
2010-07-13;118.73464008443
2010-07-19;37.8940340694989
2010-07-26;740.196798824212
2010-08-03;1258.08193110736
2010-08-09;555.77916635265
2010-08-16;293.047196804125
2010-08-23;181.891363533595
2010-08-31;540.621552724851
2010-09-20;39.1571685384822
2010-10-06;1.2631344689833
2010-10-11;21.473285972716
2010-10-18;17.6838825657661
2010-10-25;12.631344689833
2010-11-01;3.78940340694989
2010-11-15;6.31567234491648
2010-11-26;0.252626893796659
2010-12-06;1.51576136277996
2010-12-14;1.76838825657661
2010-12-30;0
2011-01-07;0
2011-01-13;1.2631344689833
2011-01-19;0
2011-01-24;0
2011-02-01;0.252626893796659
2011-02-08;0.252626893796659
2011-02-28;0
2011-03-22;22.7364204416993
2011-03-28;40.4203030074655
2011-04-07;25.2626893796659
2011-04-11;25.2626893796659
2011-04-19;65.6829923871314
2011-04-27;98.5244885806971
2011-05-03;90.9456817667973
2011-05-16;80.840606014931
2011-05-25;68.209261325098
2011-05-31;229.89047335496
2011-06-06;389.045416446855
2011-06-14;2627.31969548526
2011-06-20;3213.41408909351
2011-06-27;429.465719454321
2011-07-04;775.564563955744
2011-07-12;762.933219265911
2011-07-19;1227.76670385176
2011-07-25;1151.97863571277
2011-08-01;161.681212029862
2011-08-16;242.521818044793
2011-08-23;32.8414961935657
2011-08-31;60.6304545111982
2011-09-05;3.78940340694989
2011-09-15;35.3677651315323
2011-09-19;11.3682102208497
2011-09-29;2.52626893796659
2011-10-10;7.57880681389978
2011-11-07;0
2011-11-15;0
2011-11-22;2.52626893796659
2011-12-05;0
2011-12-12;0
2011-12-19;0
2012-01-09;0
2012-01-16;0
2012-01-23;0
2012-02-03;0
2012-02-06;0
2012-02-16;0
2012-02-21;0
2012-02-28;0
2012-03-05;114.94523667748
2012-03-12;26.5258238486492
2012-03-22;22.7364204416993
2012-03-26;58.1041855732316
2012-04-11;60.6304545111982
2012-04-16;98.5244885806971
2012-04-23;29.0520927866158
2012-05-21;997.876230496804
2012-05-29;82.1037404839143
2012-06-11;32.8414961935657
2012-06-18;10.1050757518664
2012-06-26;490.096173965519
2012-07-24;103.57702645663
2012-07-30;555.77916635265
2012-08-06;343.572575563457
2012-08-20;35.3677651315323
2012-08-29;40.4203030074655
2012-09-03;141.471060526129
2012-09-10;42.9465719454321
2012-09-18;0
2012-09-27;30.3152272555991
2012-10-04;7.57880681389978
2012-10-08;78.3143370769644
2012-10-19;17.6838825657661
2012-10-22;27.7889583176325
2012-10-30;0
2012-11-05;0
2012-11-14;7.57880681389978
2012-11-29;2.77889583176325
2012-12-11;4.79991098213653
2013-01-07;0
2013-01-16;2.52626893796659
2013-01-31;0
2013-02-07;1.2631344689833
2013-02-15;0
2013-02-18;0
2013-02-26;0
2013-03-04;0
2013-03-14;15.1576136277996
2013-03-28;34.104630662549
2013-04-02;17.6838825657661
2013-04-08;17.6838825657661
2013-04-19;25.2626893796659
2013-04-25;22.7364204416993
2013-04-30;20.2101515037327
2013-05-07;17.6838825657661
2013-05-17;5.05253787593318
2013-05-22;5.05253787593318
2013-05-28;50.5253787593319
2013-06-03;25.2626893796659
2013-06-10;3.78940340694989
2013-06-17;5.05253787593318
2013-06-25;13.8944791588163
2013-07-01;7.57880681389978
2013-07-09;6.31567234491648
2013-07-16;7.57880681389978
2013-07-22;242.521818044793
2013-08-01;606.304545111982
2013-08-05;126.31344689833
2013-08-27;149.049867340029
2013-09-03;80.840606014931
2013-09-09;75.7880681389978
2013-09-17;40.4203030074655
2013-09-24;47.9991098213653
2013-10-16;13.8944791588163
2013-10-28;5.05253787593318
2013-11-12;2.52626893796659
2013-11-18;1.2631344689833
2013-11-25;2.52626893796659
2013-12-03;0
2013-12-09;1.01050757518664
2013-12-17;1.2631344689833
2014-01-09;0
2014-01-13;0
2014-02-07;0
2014-02-10;0.50525378760776
2014-02-18;0
2014-02-28;0
2014-03-05;0
2014-03-12;2.27364204423492
2014-03-17;0
2014-03-24;3.7894034070582
2014-03-31;11.3682102211746
2014-04-07;3.7894034070582
2014-04-14;20.2101515043104
2014-04-28;58.1041855748924
2014-05-07;2.5262689380388
2014-05-12;25.262689380388
2014-05-19;15.1576136282328
2014-05-26;123.787177963901
2014-06-02;2.5262689380388
2014-06-09;65.6829923890087
2014-06-16;50.525378760776
2014-06-23;5.0525378760776
2014-06-30;37.894034070582
2014-07-08;75.788068141164
2014-07-15;7.5788068141164
2014-07-21;17.6838825662716
2014-07-30;63.15672345097
2014-08-05;73.2617992031252
2014-08-13;20.2101515043104
2014-08-20;83.3668749552804
2014-08-26;40.4203030086208
2014-09-01;40.4203030086208
2014-09-08;267.784507432112
2014-09-18;298.099734688579
2014-09-23;7.57880681411639
2014-09-30;15.1576136282328
2014-10-10;45.4728408846984
2014-10-13;0
2014-10-20;1.2631344690194
2014-10-29;2.5262689380388
2014-11-03;0
2014-11-10;0
2014-11-24;0
2014-12-03;0
2014-12-15;0
2014-12-22;0
2015-01-19;0
2015-01-27;0
2015-02-05;0
2015-02-09;0.25262689380388
2015-02-20;1.2631344690194
2015-02-25;5.0525378760776
2015-03-02;3.7894034070582
2015-03-19;13.8944791592134
2015-03-23;18.947017035291
2015-04-07;22.7364204423492
2015-04-15;22.7364204423492
2015-04-20;27.7889583184268
2015-05-08;111.155833273707
2015-05-13;101.050757521552
2015-05-18;222.311666547414
2015-05-25;121.260909025862
2015-06-04;146.52359840625
2015-06-08;58.1041855748924
2015-06-15;65.6829923890087
2015-06-26;10.1050757521552
2015-06-29;32.8414961945044
2015-07-06;25.262689380388
2015-07-14;74.0196798845368
2015-07-22;101.050757521552
2015-07-30;10.1050757521552
2015-08-07;186.943901414871
2015-08-10;37.894034070582
2015-08-17;103.577026459591
2015-08-26;181.891363538793
2015-08-31;174.312556724677
2015-09-07;128.839715839979
2015-09-15;75.7880681411639
2015-09-23;35.3677651325432
2015-09-30;23.9995549113686
2015-10-12;37.894034070582
2015-10-19;22.7364204423492
2015-10-30;5.55779166368536
2015-11-03;17.1786287786638
2015-11-10;2.77889583184268
2015-11-19;0.757880681411639
2015-11-24;0
2015-12-03;0.25262689380388
2016-01-13;0.25262689380388
2016-01-18;0.50525378760776
2016-01-27;0.50525378760776
2016-02-03;0.757880681411639
2016-02-08;0.757880681411639
2016-02-18;1.76838825662716
2016-02-22;0.50525378760776
2016-03-02;1.76838825662716
2016-03-09;7.07355302650863
2016-03-14;13.8944791592134
2016-03-22;6.315672345097
2016-03-29;6.315672345097
2016-04-06;12.631344690194
2016-04-14;10.1050757521552
2016-04-19;11.8734640087824
2016-04-28;3.03152272564656
2016-05-06;20.2101515043104
2016-05-10;74.0196798845368
2016-05-16;23.4943011237608
2016-05-23;7.57880681411639
2016-05-30;0
2016-06-06;2.5262689380388
2016-06-13;2.5262689380388
2016-06-20;12.631344690194
2016-06-27;17.6838825662716
2016-07-04;101.303384415356
2016-07-12;10.1050757521552
2016-07-18;0
2016-07-26;40.4203030086208
2016-08-01;50.525378760776
2016-08-10;60.6304545129312
2016-08-15;40.4203030086208
2016-08-22;111.155833273707
2016-08-29;181.891363538793
2016-09-07;151.576136282328
2016-09-15;128.839715839979
2016-09-19;138.944791592134
2016-09-28;32.8414961945044
2016-10-10;22.7364204423492
2016-10-20;20.2101515043104
2016-10-28;7.57880681411639
2016-10-31;12.631344690194
2016-11-15;5.0525378760776
2016-11-21;0.50525378760776
2016-11-28;1.01050757521552
2016-12-05;1.76838825662716
2016-12-12;0.50525378760776
2016-12-19;0.50525378760776
2017-01-05;0
2017-01-16;1.01050757521552
2017-01-23;0.50525378760776
2017-02-01;0
2017-02-15;0
2017-02-24;0
2017-02-27;1.51576136282328
2017-03-09;2.5262689380388
2017-03-13;0
2017-03-24;5.0525378760776
2017-03-27;15.1576136282328
2017-04-06;7.57880681411639
2017-04-13;10.1050757521552
2017-04-18;10.1050757521552
2017-04-28;20.2101515043104
2017-05-04;7.57880681411639
2017-05-10;1.76838825662716
2017-05-18;1.01050757521552
2017-05-23;3.03152272564656
2017-05-29;17.6838825662716
2017-06-08;6.06304545129312
2017-06-13;2.77889583184268
2017-06-19;42.9465719466596
2017-06-26;25.262689380388
2017-07-03;46.7359753537178
2017-07-11;70.7355302650864
2017-09-11;119.997774556843
2017-09-19;178.101960131735
2017-10-04;17.6838825662716
2017-10-09;5.0525378760776
2017-10-16;4.04203030086208
2017-10-23;4.04203030086208
2017-10-30;5.0525378760776
2017-11-06;2.5262689380388
2017-11-13;3.7894034070582
2017-11-22;6.315672345097
2017-12-04;0
2017-12-11;0
2017-12-18;0